lower tier team,higher tier team,lower tier,higher tier,timeB,low_score,high_score,time_sec,oddsB lower tier,oddsB higher tier
Houston Rockets,Toronto Raptors,2,5,11,-20,20,660,5.596451109,0.083450761
Houston Rockets,Toronto Raptors,2,5,12,-20,20,720,5.649083535,0.082043952
Houston Rockets,Toronto Raptors,2,5,13,-20,20,780,5.702562613,0.080640791
Houston Rockets,Toronto Raptors,2,5,14,-20,20,840,5.756908939,0.079241264
Houston Rockets,Toronto Raptors,2,5,15,-20,20,900,5.812143782,0.077845358
Houston Rockets,Toronto Raptors,2,5,16,-20,20,960,5.868289109,0.076453058
Houston Rockets,Toronto Raptors,2,5,17,-20,20,1020,5.925367622,0.075064351
Houston Rockets,Toronto Raptors,2,5,18,-20,20,1080,5.983402779,0.073679221
Houston Rockets,Toronto Raptors,2,5,19,-20,20,1140,6.042418836,0.072297657
Houston Rockets,Toronto Raptors,2,5,20,-20,20,1200,6.102440872,0.070919643
Houston Rockets,Toronto Raptors,2,5,21,-20,20,1260,6.16349483,0.069545167
Houston Rockets,Toronto Raptors,2,5,22,-20,20,1320,6.225607553,0.068174214
Houston Rockets,Toronto Raptors,2,5,23,-20,20,1380,6.288806822,0.066806772
Houston Rockets,Toronto Raptors,2,5,24,-20,20,1440,6.3531214,0.065442826
Houston Rockets,Toronto Raptors,2,5,25,-20,20,1500,6.418581073,0.064082363
Houston Rockets,Toronto Raptors,2,5,26,-20,20,1560,6.485216697,0.06272537
Houston Rockets,Toronto Raptors,2,5,27,-20,20,1620,6.553060248,0.061371834
Houston Rockets,Toronto Raptors,2,5,28,-20,20,1680,6.622144872,0.060021742
Houston Rockets,Toronto Raptors,2,5,29,-20,20,1740,6.692504936,0.058675079
Houston Rockets,Toronto Raptors,2,5,30,-20,20,1800,6.764176092,0.057331834
Houston Rockets,Toronto Raptors,2,5,31,-20,20,1860,6.837195329,0.055991993
Houston Rockets,Toronto Raptors,2,5,32,-20,20,1920,6.911601044,0.054655544
Houston Rockets,Toronto Raptors,2,5,33,-20,20,1980,6.987433105,0.053322473
Houston Rockets,Toronto Raptors,2,5,34,-20,20,2040,7.064732923,0.051992768
Houston Rockets,Toronto Raptors,2,5,35,-20,20,2100,7.143543527,0.050666416
Houston Rockets,Toronto Raptors,2,5,36,-20,20,2160,7.223909647,0.049343404
Houston Rockets,Toronto Raptors,2,5,37,-20,20,2220,7.305877793,0.04802372
Houston Rockets,Toronto Raptors,2,5,38,-20,20,2280,7.389496351,0.046707351
Houston Rockets,Toronto Raptors,2,5,39,-20,20,2340,7.474815673,0.045394285
Houston Rockets,Toronto Raptors,2,5,40,-20,20,2400,7.561888182,0.044084509
Houston Rockets,Toronto Raptors,2,5,41,-20,20,2460,7.650768477,0.042778011
Houston Rockets,Toronto Raptors,2,5,42,-20,20,2520,7.741513447,0.041474778
Houston Rockets,Toronto Raptors,2,5,43,-20,20,2580,7.834182396,0.040174799
Houston Rockets,Toronto Raptors,2,5,44,-20,20,2640,7.928837168,0.038878062
Houston Rockets,Toronto Raptors,2,5,45,-20,20,2700,8.025542285,0.037584553
Houston Rockets,Toronto Raptors,2,5,11,-19,19,660,5.061095846,0.099654088
Houston Rockets,Toronto Raptors,2,5,12,-19,19,720,5.105503093,0.098204913
Houston Rockets,Toronto Raptors,2,5,13,-19,19,780,5.150565852,0.096759553
Houston Rockets,Toronto Raptors,2,5,14,-19,19,840,5.196298744,0.095317993
Houston Rockets,Toronto Raptors,2,5,15,-19,19,900,5.24271683,0.093880217
Houston Rockets,Toronto Raptors,2,5,16,-19,19,960,5.289835626,0.09244621
Houston Rockets,Toronto Raptors,2,5,17,-19,19,1020,5.337671117,0.091015959
Houston Rockets,Toronto Raptors,2,5,18,-19,19,1080,5.386239782,0.089589447
Houston Rockets,Toronto Raptors,2,5,19,-19,19,1140,5.435558606,0.088166661
Houston Rockets,Toronto Raptors,2,5,20,-19,19,1200,5.485645105,0.086747586
Houston Rockets,Toronto Raptors,2,5,21,-19,19,1260,5.536517344,0.085332208
Houston Rockets,Toronto Raptors,2,5,22,-19,19,1320,5.588193956,0.083920511
Houston Rockets,Toronto Raptors,2,5,23,-19,19,1380,5.640694174,0.082512482
Houston Rockets,Toronto Raptors,2,5,24,-19,19,1440,5.694037844,0.081108107
Houston Rockets,Toronto Raptors,2,5,25,-19,19,1500,5.748245456,0.07970737
Houston Rockets,Toronto Raptors,2,5,26,-19,19,1560,5.803338171,0.078310259
Houston Rockets,Toronto Raptors,2,5,27,-19,19,1620,5.859337845,0.076916758
Houston Rockets,Toronto Raptors,2,5,28,-19,19,1680,5.91626706,0.075526855
Houston Rockets,Toronto Raptors,2,5,29,-19,19,1740,5.974149154,0.074140534
Houston Rockets,Toronto Raptors,2,5,30,-19,19,1800,6.033008252,0.072757783
Houston Rockets,Toronto Raptors,2,5,31,-19,19,1860,6.092869302,0.071378588
Houston Rockets,Toronto Raptors,2,5,32,-19,19,1920,6.153758108,0.070002934
Houston Rockets,Toronto Raptors,2,5,33,-19,19,1980,6.215701366,0.068630808
Houston Rockets,Toronto Raptors,2,5,34,-19,19,2040,6.278726708,0.067262197
Houston Rockets,Toronto Raptors,2,5,35,-19,19,2100,6.342862737,0.065897087
Houston Rockets,Toronto Raptors,2,5,36,-19,19,2160,6.408139075,0.064535465
Houston Rockets,Toronto Raptors,2,5,37,-19,19,2220,6.474586406,0.063177317
Houston Rockets,Toronto Raptors,2,5,38,-19,19,2280,6.542236525,0.06182263
Houston Rockets,Toronto Raptors,2,5,39,-19,19,2340,6.611122387,0.060471391
Houston Rockets,Toronto Raptors,2,5,40,-19,19,2400,6.681278165,0.059123586
Houston Rockets,Toronto Raptors,2,5,41,-19,19,2460,6.752739301,0.057779204
Houston Rockets,Toronto Raptors,2,5,42,-19,19,2520,6.825542571,0.05643823
Houston Rockets,Toronto Raptors,2,5,43,-19,19,2580,6.899726143,0.055100651
Houston Rockets,Toronto Raptors,2,5,44,-19,19,2640,6.975329647,0.053766456
Houston Rockets,Toronto Raptors,2,5,45,-19,19,2700,7.052394245,0.05243563
Houston Rockets,Toronto Raptors,2,5,11,-18,18,660,4.606114402,0.116349423
Houston Rockets,Toronto Raptors,2,5,12,-18,18,720,4.644084059,0.114855941
Houston Rockets,Toronto Raptors,2,5,13,-18,18,780,4.682571553,0.113366449
Houston Rockets,Toronto Raptors,2,5,14,-18,18,840,4.72158755,0.111880932
Houston Rockets,Toronto Raptors,2,5,15,-18,18,900,4.761143011,0.110399374
Houston Rockets,Toronto Raptors,2,5,16,-18,18,960,4.801249202,0.108921758
Houston Rockets,Toronto Raptors,2,5,17,-18,18,1020,4.841917707,0.10744807
Houston Rockets,Toronto Raptors,2,5,18,-18,18,1080,4.883160434,0.105978294
Houston Rockets,Toronto Raptors,2,5,19,-18,18,1140,4.924989631,0.104512414
Houston Rockets,Toronto Raptors,2,5,20,-18,18,1200,4.967417898,0.103050415
Houston Rockets,Toronto Raptors,2,5,21,-18,18,1260,5.010458197,0.101592281
Houston Rockets,Toronto Raptors,2,5,22,-18,18,1320,5.054123867,0.100137996
Houston Rockets,Toronto Raptors,2,5,23,-18,18,1380,5.098428638,0.098687547
Houston Rockets,Toronto Raptors,2,5,24,-18,18,1440,5.143386644,0.097240917
Houston Rockets,Toronto Raptors,2,5,25,-18,18,1500,5.18901244,0.095798091
Houston Rockets,Toronto Raptors,2,5,26,-18,18,1560,5.235321015,0.094359056
Houston Rockets,Toronto Raptors,2,5,27,-18,18,1620,5.282327812,0.092923794
Houston Rockets,Toronto Raptors,2,5,28,-18,18,1680,5.330048741,0.091492293
Houston Rockets,Toronto Raptors,2,5,29,-18,18,1740,5.378500202,0.090064536
Houston Rockets,Toronto Raptors,2,5,30,-18,18,1800,5.427699098,0.08864051
Houston Rockets,Toronto Raptors,2,5,31,-18,18,1860,5.477662859,0.0872202
Houston Rockets,Toronto Raptors,2,5,32,-18,18,1920,5.528409462,0.085803591
Houston Rockets,Toronto Raptors,2,5,33,-18,18,1980,5.57995745,0.084390669
Houston Rockets,Toronto Raptors,2,5,34,-18,18,2040,5.632325957,0.082981419
Houston Rockets,Toronto Raptors,2,5,35,-18,18,2100,5.685534731,0.081575827
Houston Rockets,Toronto Raptors,2,5,36,-18,18,2160,5.739604161,0.080173879
Houston Rockets,Toronto Raptors,2,5,37,-18,18,2220,5.794555296,0.078775561
Houston Rockets,Toronto Raptors,2,5,38,-18,18,2280,5.850409883,0.077380858
Houston Rockets,Toronto Raptors,2,5,39,-18,18,2340,5.907190385,0.075989757
Houston Rockets,Toronto Raptors,2,5,40,-18,18,2400,5.96492002,0.074602244
Houston Rockets,Toronto Raptors,2,5,41,-18,18,2460,6.023622785,0.073218305
Houston Rockets,Toronto Raptors,2,5,42,-18,18,2520,6.083323495,0.071837925
Houston Rockets,Toronto Raptors,2,5,43,-18,18,2580,6.144047817,0.070461092
Houston Rockets,Toronto Raptors,2,5,44,-18,18,2640,6.205822304,0.069087792
Houston Rockets,Toronto Raptors,2,5,45,-18,18,2700,6.268674436,0.067718011
Houston Rockets,Toronto Raptors,2,5,11,-17,17,660,4.214670607,0.133559523
Houston Rockets,Toronto Raptors,2,5,12,-17,17,720,4.247507434,0.132019669
Houston Rockets,Toronto Raptors,2,5,13,-17,17,780,4.28076043,0.130483993
Houston Rockets,Toronto Raptors,2,5,14,-17,17,840,4.314437555,0.128952478
Houston Rockets,Toronto Raptors,2,5,15,-17,17,900,4.348546978,0.127425107
Houston Rockets,Toronto Raptors,2,5,16,-17,17,960,4.383097075,0.125901863
Houston Rockets,Toronto Raptors,2,5,17,-17,17,1020,4.418096442,0.124382729
Houston Rockets,Toronto Raptors,2,5,18,-17,17,1080,4.453553899,0.122867689
Houston Rockets,Toronto Raptors,2,5,19,-17,17,1140,4.4894785,0.121356727
Houston Rockets,Toronto Raptors,2,5,20,-17,17,1200,4.525879536,0.119849826
Houston Rockets,Toronto Raptors,2,5,21,-17,17,1260,4.562766549,0.118346969
Houston Rockets,Toronto Raptors,2,5,22,-17,17,1320,4.600149337,0.116848141
Houston Rockets,Toronto Raptors,2,5,23,-17,17,1380,4.638037963,0.115353324
Houston Rockets,Toronto Raptors,2,5,24,-17,17,1440,4.676442763,0.113862504
Houston Rockets,Toronto Raptors,2,5,25,-17,17,1500,4.715374357,0.112375664
Houston Rockets,Toronto Raptors,2,5,26,-17,17,1560,4.75484366,0.110892788
Houston Rockets,Toronto Raptors,2,5,27,-17,17,1620,4.794861889,0.10941386
Houston Rockets,Toronto Raptors,2,5,28,-17,17,1680,4.835440576,0.107938864
Houston Rockets,Toronto Raptors,2,5,29,-17,17,1740,4.876591577,0.106467786
Houston Rockets,Toronto Raptors,2,5,30,-17,17,1800,4.918327086,0.105000609
Houston Rockets,Toronto Raptors,2,5,31,-17,17,1860,4.960659646,0.103537318
Houston Rockets,Toronto Raptors,2,5,32,-17,17,1920,5.003602161,0.102077897
Houston Rockets,Toronto Raptors,2,5,33,-17,17,1980,5.04716791,0.100622331
Houston Rockets,Toronto Raptors,2,5,34,-17,17,2040,5.091370558,0.099170605
Houston Rockets,Toronto Raptors,2,5,35,-17,17,2100,5.136224177,0.097722703
Houston Rockets,Toronto Raptors,2,5,36,-17,17,2160,5.181743252,0.096278611
Houston Rockets,Toronto Raptors,2,5,37,-17,17,2220,5.227942703,0.094838314
Houston Rockets,Toronto Raptors,2,5,38,-17,17,2280,5.2748379,0.093401796
Houston Rockets,Toronto Raptors,2,5,39,-17,17,2340,5.322444679,0.091969043
Houston Rockets,Toronto Raptors,2,5,40,-17,17,2400,5.370779359,0.09054004
Houston Rockets,Toronto Raptors,2,5,41,-17,17,2460,5.419858763,0.089114772
Houston Rockets,Toronto Raptors,2,5,42,-17,17,2520,5.469700237,0.087693225
Houston Rockets,Toronto Raptors,2,5,43,-17,17,2580,5.520321669,0.086275384
Houston Rockets,Toronto Raptors,2,5,44,-17,17,2640,5.571741512,0.084861234
Houston Rockets,Toronto Raptors,2,5,45,-17,17,2700,5.623978803,0.083450761
Houston Rockets,Toronto Raptors,2,5,11,-16,16,660,3.874323688,0.151308568
Houston Rockets,Toronto Raptors,2,5,12,-16,16,720,3.903002272,0.149720148
Houston Rockets,Toronto Raptors,2,5,13,-16,16,780,3.93202032,0.148136106
Houston Rockets,Toronto Raptors,2,5,14,-16,16,840,3.961383895,0.146556423
Houston Rockets,Toronto Raptors,2,5,15,-16,16,900,3.991099206,0.14498108
Houston Rockets,Toronto Raptors,2,5,16,-16,16,960,4.021172611,0.143410061
Houston Rockets,Toronto Raptors,2,5,17,-16,16,1020,4.051610622,0.141843347
Houston Rockets,Toronto Raptors,2,5,18,-16,16,1080,4.08241991,0.14028092
Houston Rockets,Toronto Raptors,2,5,19,-16,16,1140,4.113607309,0.138722763
Houston Rockets,Toronto Raptors,2,5,20,-16,16,1200,4.145179824,0.137168859
Houston Rockets,Toronto Raptors,2,5,21,-16,16,1260,4.177144632,0.13561919
Houston Rockets,Toronto Raptors,2,5,22,-16,16,1320,4.209509091,0.134073739
Houston Rockets,Toronto Raptors,2,5,23,-16,16,1380,4.242280742,0.132532489
Houston Rockets,Toronto Raptors,2,5,24,-16,16,1440,4.275467318,0.130995422
Houston Rockets,Toronto Raptors,2,5,25,-16,16,1500,4.309076752,0.129462522
Houston Rockets,Toronto Raptors,2,5,26,-16,16,1560,4.343117175,0.127933771
Houston Rockets,Toronto Raptors,2,5,27,-16,16,1620,4.377596931,0.126409153
Houston Rockets,Toronto Raptors,2,5,28,-16,16,1680,4.412524582,0.124888651
Houston Rockets,Toronto Raptors,2,5,29,-16,16,1740,4.447908911,0.123372249
Houston Rockets,Toronto Raptors,2,5,30,-16,16,1800,4.483758934,0.121859929
Houston Rockets,Toronto Raptors,2,5,31,-16,16,1860,4.520083905,0.120351676
Houston Rockets,Toronto Raptors,2,5,32,-16,16,1920,4.556893326,0.118847473
Houston Rockets,Toronto Raptors,2,5,33,-16,16,1980,4.594196953,0.117347303
Houston Rockets,Toronto Raptors,2,5,34,-16,16,2040,4.632004806,0.115851151
Houston Rockets,Toronto Raptors,2,5,35,-16,16,2100,4.670327178,0.114359001
Houston Rockets,Toronto Raptors,2,5,36,-16,16,2160,4.709174644,0.112870836
Houston Rockets,Toronto Raptors,2,5,37,-16,16,2220,4.74855807,0.11138664
Houston Rockets,Toronto Raptors,2,5,38,-16,16,2280,4.788488626,0.109906398
Houston Rockets,Toronto Raptors,2,5,39,-16,16,2340,4.828977792,0.108430094
Houston Rockets,Toronto Raptors,2,5,40,-16,16,2400,4.870037373,0.106957711
Houston Rockets,Toronto Raptors,2,5,41,-16,16,2460,4.911679508,0.105489235
Houston Rockets,Toronto Raptors,2,5,42,-16,16,2520,4.953916685,0.104024651
Houston Rockets,Toronto Raptors,2,5,43,-16,16,2580,4.996761749,0.102563941
Houston Rockets,Toronto Raptors,2,5,44,-16,16,2640,5.040227918,0.101107092
Houston Rockets,Toronto Raptors,2,5,45,-16,16,2700,5.084328797,0.099654088
Houston Rockets,Toronto Raptors,2,5,11,-15,15,660,3.575681777,0.169622275
Houston Rockets,Toronto Raptors,2,5,12,-15,15,720,3.600944727,0.167982957
Houston Rockets,Toronto Raptors,2,5,13,-15,15,780,3.626488187,0.166348227
Houston Rockets,Toronto Raptors,2,5,14,-15,15,840,3.652316854,0.164718067
Houston Rockets,Toronto Raptors,2,5,15,-15,15,900,3.678435531,0.163092457
Houston Rockets,Toronto Raptors,2,5,16,-15,15,960,3.704849131,0.161471378
Houston Rockets,Toronto Raptors,2,5,17,-15,15,1020,3.731562677,0.159854813
Houston Rockets,Toronto Raptors,2,5,18,-15,15,1080,3.758581308,0.158242741
Houston Rockets,Toronto Raptors,2,5,19,-15,15,1140,3.78591028,0.156635143
Houston Rockets,Toronto Raptors,2,5,20,-15,15,1200,3.813554971,0.155032003
Houston Rockets,Toronto Raptors,2,5,21,-15,15,1260,3.841520883,0.1534333
Houston Rockets,Toronto Raptors,2,5,22,-15,15,1320,3.869813648,0.151839016
Houston Rockets,Toronto Raptors,2,5,23,-15,15,1380,3.898439031,0.150249134
Houston Rockets,Toronto Raptors,2,5,24,-15,15,1440,3.92740293,0.148663635
Houston Rockets,Toronto Raptors,2,5,25,-15,15,1500,3.956711387,0.147082501
Houston Rockets,Toronto Raptors,2,5,26,-15,15,1560,3.986370587,0.145505713
Houston Rockets,Toronto Raptors,2,5,27,-15,15,1620,4.016386864,0.143933255
Houston Rockets,Toronto Raptors,2,5,28,-15,15,1680,4.046766705,0.142365107
Houston Rockets,Toronto Raptors,2,5,29,-15,15,1740,4.077516756,0.140801254
Houston Rockets,Toronto Raptors,2,5,30,-15,15,1800,4.108643825,0.139241676
Houston Rockets,Toronto Raptors,2,5,31,-15,15,1860,4.14015489,0.137686356
Houston Rockets,Toronto Raptors,2,5,32,-15,15,1920,4.1720571,0.136135277
Houston Rockets,Toronto Raptors,2,5,33,-15,15,1980,4.204357782,0.134588422
Houston Rockets,Toronto Raptors,2,5,34,-15,15,2040,4.237064451,0.133045773
Houston Rockets,Toronto Raptors,2,5,35,-15,15,2100,4.270184808,0.131507314
Houston Rockets,Toronto Raptors,2,5,36,-15,15,2160,4.303726752,0.129973027
Houston Rockets,Toronto Raptors,2,5,37,-15,15,2220,4.337698384,0.128442895
Houston Rockets,Toronto Raptors,2,5,38,-15,15,2280,4.372108015,0.126916901
Houston Rockets,Toronto Raptors,2,5,39,-15,15,2340,4.40696417,0.125395029
Houston Rockets,Toronto Raptors,2,5,40,-15,15,2400,4.442275597,0.123877262
Houston Rockets,Toronto Raptors,2,5,41,-15,15,2460,4.478051275,0.122363583
Houston Rockets,Toronto Raptors,2,5,42,-15,15,2520,4.514300419,0.120853976
Houston Rockets,Toronto Raptors,2,5,43,-15,15,2580,4.551032492,0.119348425
Houston Rockets,Toronto Raptors,2,5,44,-15,15,2640,4.588257209,0.117846913
Houston Rockets,Toronto Raptors,2,5,45,-15,15,2700,4.625984547,0.116349423
Houston Rockets,Toronto Raptors,2,5,6,-14,14,360,3.202799064,0.197064496
Houston Rockets,Toronto Raptors,2,5,7,-14,14,420,3.22410273,0.195347406
Houston Rockets,Toronto Raptors,2,5,8,-14,14,480,3.24562347,0.193635236
Houston Rockets,Toronto Raptors,2,5,9,-14,14,540,3.267364618,0.191927963
Houston Rockets,Toronto Raptors,2,5,10,-14,14,600,3.289329578,0.190225567
Houston Rockets,Toronto Raptors,2,5,11,-14,14,660,3.311521823,0.188528028
Houston Rockets,Toronto Raptors,2,5,12,-14,14,720,3.333944901,0.186835323
Houston Rockets,Toronto Raptors,2,5,13,-14,14,780,3.356602431,0.185147433
Houston Rockets,Toronto Raptors,2,5,14,-14,14,840,3.37949811,0.183464338
Houston Rockets,Toronto Raptors,2,5,15,-14,14,900,3.402635711,0.181786016
Houston Rockets,Toronto Raptors,2,5,16,-14,14,960,3.426019091,0.180112447
Houston Rockets,Toronto Raptors,2,5,17,-14,14,1020,3.449652186,0.178443612
Houston Rockets,Toronto Raptors,2,5,18,-14,14,1080,3.473539017,0.17677949
Houston Rockets,Toronto Raptors,2,5,19,-14,14,1140,3.497683693,0.175120062
Houston Rockets,Toronto Raptors,2,5,20,-14,14,1200,3.522090412,0.173465306
Houston Rockets,Toronto Raptors,2,5,21,-14,14,1260,3.546763462,0.171815205
Houston Rockets,Toronto Raptors,2,5,22,-14,14,1320,3.571707228,0.170169738
Houston Rockets,Toronto Raptors,2,5,23,-14,14,1380,3.596926189,0.168528885
Houston Rockets,Toronto Raptors,2,5,24,-14,14,1440,3.622424924,0.166892628
Houston Rockets,Toronto Raptors,2,5,25,-14,14,1500,3.648208116,0.165260947
Houston Rockets,Toronto Raptors,2,5,26,-14,14,1560,3.67428055,0.163633822
Houston Rockets,Toronto Raptors,2,5,27,-14,14,1620,3.700647122,0.162011236
Houston Rockets,Toronto Raptors,2,5,28,-14,14,1680,3.727312838,0.160393168
Houston Rockets,Toronto Raptors,2,5,29,-14,14,1740,3.754282816,0.1587796
Houston Rockets,Toronto Raptors,2,5,30,-14,14,1800,3.781562296,0.157170513
Houston Rockets,Toronto Raptors,2,5,31,-14,14,1860,3.809156634,0.155565889
Houston Rockets,Toronto Raptors,2,5,32,-14,14,1920,3.837071315,0.153965709
Houston Rockets,Toronto Raptors,2,5,33,-14,14,1980,3.865311948,0.152369954
Houston Rockets,Toronto Raptors,2,5,34,-14,14,2040,3.893884276,0.150778607
Houston Rockets,Toronto Raptors,2,5,35,-14,14,2100,3.922794178,0.149191649
Houston Rockets,Toronto Raptors,2,5,36,-14,14,2160,3.952047672,0.147609062
Houston Rockets,Toronto Raptors,2,5,37,-14,14,2220,3.981650919,0.146030827
Houston Rockets,Toronto Raptors,2,5,38,-14,14,2280,4.01161023,0.144456928
Houston Rockets,Toronto Raptors,2,5,39,-14,14,2340,4.041932068,0.142887345
Houston Rockets,Toronto Raptors,2,5,40,-14,14,2400,4.072623053,0.141322062
Houston Rockets,Toronto Raptors,2,5,41,-14,14,2460,4.103689968,0.139761061
Houston Rockets,Toronto Raptors,2,5,42,-14,14,2520,4.135139761,0.138204324
Houston Rockets,Toronto Raptors,2,5,43,-14,14,2580,4.166979556,0.136651833
Houston Rockets,Toronto Raptors,2,5,44,-14,14,2640,4.199216651,0.135103572
Houston Rockets,Toronto Raptors,2,5,45,-14,14,2700,4.231858531,0.133559523
Houston Rockets,Toronto Raptors,2,5,46,-14,14,2760,4.264912866,0.132019669
Houston Rockets,Toronto Raptors,2,5,47,-14,14,2820,4.298387524,0.130483993
Houston Rockets,Toronto Raptors,2,5,48,-14,14,2880,4.332290574,0.128952478
Houston Rockets,Toronto Raptors,2,5,6,-13,13,360,2.978885382,0.21687532
Houston Rockets,Toronto Raptors,2,5,7,-13,13,420,2.99797436,0.215100968
Houston Rockets,Toronto Raptors,2,5,8,-13,13,480,3.017247382,0.213331784
Houston Rockets,Toronto Raptors,2,5,9,-13,13,540,3.036707123,0.211567743
Houston Rockets,Toronto Raptors,2,5,10,-13,13,600,3.05635631,0.209808825
Houston Rockets,Toronto Raptors,2,5,11,-13,13,660,3.076197723,0.208055006
Houston Rockets,Toronto Raptors,2,5,12,-13,13,720,3.096234195,0.206306265
Houston Rockets,Toronto Raptors,2,5,13,-13,13,780,3.116468619,0.204562579
Houston Rockets,Toronto Raptors,2,5,14,-13,13,840,3.136903941,0.202823927
Houston Rockets,Toronto Raptors,2,5,15,-13,13,900,3.157543169,0.201090287
Houston Rockets,Toronto Raptors,2,5,16,-13,13,960,3.17838937,0.199361637
Houston Rockets,Toronto Raptors,2,5,17,-13,13,1020,3.199445673,0.197637956
Houston Rockets,Toronto Raptors,2,5,18,-13,13,1080,3.220715271,0.195919222
Houston Rockets,Toronto Raptors,2,5,19,-13,13,1140,3.24220142,0.194205414
Houston Rockets,Toronto Raptors,2,5,20,-13,13,1200,3.263907445,0.192496511
Houston Rockets,Toronto Raptors,2,5,21,-13,13,1260,3.285836738,0.190792492
Houston Rockets,Toronto Raptors,2,5,22,-13,13,1320,3.307992763,0.189093336
Houston Rockets,Toronto Raptors,2,5,23,-13,13,1380,3.330379053,0.187399022
Houston Rockets,Toronto Raptors,2,5,24,-13,13,1440,3.352999216,0.18570953
Houston Rockets,Toronto Raptors,2,5,25,-13,13,1500,3.375856939,0.184024838
Houston Rockets,Toronto Raptors,2,5,26,-13,13,1560,3.398955981,0.182344927
Houston Rockets,Toronto Raptors,2,5,27,-13,13,1620,3.422300186,0.180669777
Houston Rockets,Toronto Raptors,2,5,28,-13,13,1680,3.445893476,0.178999366
Houston Rockets,Toronto Raptors,2,5,29,-13,13,1740,3.469739861,0.177333675
Houston Rockets,Toronto Raptors,2,5,30,-13,13,1800,3.493843434,0.175672684
Houston Rockets,Toronto Raptors,2,5,31,-13,13,1860,3.51820838,0.174016373
Houston Rockets,Toronto Raptors,2,5,32,-13,13,1920,3.542838972,0.172364723
Houston Rockets,Toronto Raptors,2,5,33,-13,13,1980,3.567739578,0.170717713
Houston Rockets,Toronto Raptors,2,5,34,-13,13,2040,3.592914664,0.169075325
Houston Rockets,Toronto Raptors,2,5,35,-13,13,2100,3.618368792,0.167437538
Houston Rockets,Toronto Raptors,2,5,36,-13,13,2160,3.644106629,0.165804333
Houston Rockets,Toronto Raptors,2,5,37,-13,13,2220,3.670132943,0.164175692
Houston Rockets,Toronto Raptors,2,5,38,-13,13,2280,3.696452613,0.162551595
Houston Rockets,Toronto Raptors,2,5,39,-13,13,2340,3.723070626,0.160932023
Houston Rockets,Toronto Raptors,2,5,40,-13,13,2400,3.749992083,0.159316957
Houston Rockets,Toronto Raptors,2,5,41,-13,13,2460,3.777222205,0.157706379
Houston Rockets,Toronto Raptors,2,5,42,-13,13,2520,3.804766328,0.156100269
Houston Rockets,Toronto Raptors,2,5,43,-13,13,2580,3.832629917,0.15449861
Houston Rockets,Toronto Raptors,2,5,44,-13,13,2640,3.860818562,0.152901382
Houston Rockets,Toronto Raptors,2,5,45,-13,13,2700,3.889337984,0.151308568
Houston Rockets,Toronto Raptors,2,5,46,-13,13,2760,3.918194039,0.149720148
Houston Rockets,Toronto Raptors,2,5,47,-13,13,2820,3.947392724,0.148136106
Houston Rockets,Toronto Raptors,2,5,48,-13,13,2880,3.976940177,0.146556423
Houston Rockets,Toronto Raptors,2,5,6,-12,12,360,2.777623875,0.237352897
Houston Rockets,Toronto Raptors,2,5,7,-12,12,420,2.794826387,0.23551837
Houston Rockets,Toronto Raptors,2,5,8,-12,12,480,2.812186289,0.233689276
Houston Rockets,Toronto Raptors,2,5,9,-12,12,540,2.829705751,0.231865588
Houston Rockets,Toronto Raptors,2,5,10,-12,12,600,2.847386983,0.230047285
Houston Rockets,Toronto Raptors,2,5,11,-12,12,660,2.865232236,0.228234341
Houston Rockets,Toronto Raptors,2,5,12,-12,12,720,2.883243803,0.226426734
Houston Rockets,Toronto Raptors,2,5,13,-12,12,780,2.90142402,0.224624439
Houston Rockets,Toronto Raptors,2,5,14,-12,12,840,2.919775266,0.222827434
Houston Rockets,Toronto Raptors,2,5,15,-12,12,900,2.938299967,0.221035695
Houston Rockets,Toronto Raptors,2,5,16,-12,12,960,2.957000594,0.219249199
Houston Rockets,Toronto Raptors,2,5,17,-12,12,1020,2.975879663,0.217467923
Houston Rockets,Toronto Raptors,2,5,18,-12,12,1080,2.994939743,0.215691844
Houston Rockets,Toronto Raptors,2,5,19,-12,12,1140,3.014183448,0.213920939
Houston Rockets,Toronto Raptors,2,5,20,-12,12,1200,3.033613445,0.212155186
Houston Rockets,Toronto Raptors,2,5,21,-12,12,1260,3.053232453,0.210394563
Houston Rockets,Toronto Raptors,2,5,22,-12,12,1320,3.073043242,0.208639047
Houston Rockets,Toronto Raptors,2,5,23,-12,12,1380,3.093048639,0.206888616
Houston Rockets,Toronto Raptors,2,5,24,-12,12,1440,3.113251525,0.205143247
Houston Rockets,Toronto Raptors,2,5,25,-12,12,1500,3.13365484,0.20340292
Houston Rockets,Toronto Raptors,2,5,26,-12,12,1560,3.15426158,0.201667612
Houston Rockets,Toronto Raptors,2,5,27,-12,12,1620,3.175074803,0.199937301
Houston Rockets,Toronto Raptors,2,5,28,-12,12,1680,3.196097629,0.198211965
Houston Rockets,Toronto Raptors,2,5,29,-12,12,1740,3.21733324,0.196491585
Houston Rockets,Toronto Raptors,2,5,30,-12,12,1800,3.238784882,0.194776137
Houston Rockets,Toronto Raptors,2,5,31,-12,12,1860,3.260455869,0.193065602
Houston Rockets,Toronto Raptors,2,5,32,-12,12,1920,3.282349582,0.191359957
Houston Rockets,Toronto Raptors,2,5,33,-12,12,1980,3.304469474,0.189659182
Houston Rockets,Toronto Raptors,2,5,34,-12,12,2040,3.326819067,0.187963257
